 -9.0000000000E+01 -1.5000000000E+01  1.01534E-06  1.21243E+01
 -9.0000000000E+01 -1.4700000000E+01  9.77266E-07  1.30130E+01
 -9.0000000000E+01 -1.4400000000E+01  1.11819E-06  1.21812E+01
 -9.0000000000E+01 -1.4100000000E+01  1.39453E-06  1.08098E+01
 -9.0000000000E+01 -1.3800000000E+01  1.51365E-06  1.02344E+01
 -9.0000000000E+01 -1.3500000000E+01  1.56047E-06  1.05706E+01
 -9.0000000000E+01 -1.3200000000E+01  1.59818E-06  9.79067E+00
 -9.0000000000E+01 -1.2900000000E+01  1.42493E-06  9.93302E+00
 -9.0000000000E+01 -1.2600000000E+01  1.52032E-06  9.82518E+00
 -9.0000000000E+01 -1.2300000000E+01  1.56681E-06  9.18390E+00
 -9.0000000000E+01 -1.2000000000E+01  1.65469E-06  9.46457E+00
 -9.0000000000E+01 -1.1700000000E+01  1.74100E-06  9.12314E+00
 -9.0000000000E+01 -1.1400000000E+01  1.83983E-06  8.62808E+00
 -9.0000000000E+01 -1.1100000000E+01  1.88239E-06  8.98199E+00
 -9.0000000000E+01 -1.0800000000E+01  2.06494E-06  8.90803E+00
 -9.0000000000E+01 -1.0500000000E+01  2.35826E-06  8.36336E+00
 -9.0000000000E+01 -1.0200000000E+01  2.43410E-06  7.83115E+00
 -9.0000000000E+01 -9.9000000000E+00  2.67478E-06  7.15617E+00
 -9.0000000000E+01 -9.6000000000E+00  2.71055E-06  7.38450E+00
 -9.0000000000E+01 -9.3000000000E+00  2.85515E-06  7.34544E+00
 -9.0000000000E+01 -9.0000000000E+00  3.17420E-06  6.75205E+00
 -9.0000000000E+01 -8.7000000000E+00  3.70369E-06  5.82838E+00
 -9.0000000000E+01 -8.4000000000E+00  4.34880E-06  5.59621E+00
 -9.0000000000E+01 -8.1000000000E+00  4.65410E-06  5.52397E+00
 -9.0000000000E+01 -7.8000000000E+00  4.78312E-06  5.14967E+00
 -9.0000000000E+01 -7.5000000000E+00  5.34105E-06  4.43934E+00
 -9.0000000000E+01 -7.2000000000E+00  5.85371E-06  4.79118E+00
 -9.0000000000E+01 -6.9000000000E+00  6.36494E-06  5.29691E+00
 -9.0000000000E+01 -6.6000000000E+00  7.05255E-06  4.54565E+00
 -9.0000000000E+01 -6.3000000000E+00  7.74668E-06  4.11086E+00
 -9.0000000000E+01 -6.0000000000E+00  7.80592E-06  4.33421E+00
 -9.0000000000E+01 -5.7000000000E+00  8.79811E-06  4.44214E+00
 -9.0000000000E+01 -5.4000000000E+00  1.03305E-05  4.00357E+00
 -9.0000000000E+01 -5.1000000000E+00  1.13062E-05  3.65287E+00
 -9.0000000000E+01 -4.8000000000E+00  1.24966E-05  3.40823E+00
 -9.0000000000E+01 -4.5000000000E+00  1.46658E-05  3.08827E+00
 -9.0000000000E+01 -4.2000000000E+00  1.69419E-05  2.95353E+00
 -9.0000000000E+01 -3.9000000000E+00  1.98720E-05  2.72645E+00
 -9.0000000000E+01 -3.6000000000E+00  2.37077E-05  2.56479E+00
 -9.0000000000E+01 -3.3000000000E+00  2.82512E-05  2.20999E+00
 -9.0000000000E+01 -3.0000000000E+00  3.42750E-05  2.24558E+00
 -9.0000000000E+01 -2.7000000000E+00  4.16187E-05  1.66917E+00
 -9.0000000000E+01 -2.4000000000E+00  4.99094E-05  1.77217E+00
 -9.0000000000E+01 -2.1000000000E+00  5.67350E-05  1.76935E+00
 -9.0000000000E+01 -1.8000000000E+00  8.51234E-05  1.45367E+00
 -9.0000000000E+01 -1.5000000000E+00  1.16775E-04  1.14338E+00
 -9.0000000000E+01 -1.2000000000E+00  1.42760E-04  9.44562E-01
 -9.0000000000E+01 -9.0000000000E-01  1.54784E-04  1.21823E+00
 -9.0000000000E+01 -6.0000000000E-01  1.70105E-04  1.09923E+00
 -9.0000000000E+01 -3.0000000000E-01  1.74676E-04  1.03917E+00
 -9.0000000000E+01  0.0000000000E+00  1.74087E-04  1.00453E+00
 -9.0000000000E+01  3.0000000000E-01  1.67283E-04  9.87527E-01
 -9.0000000000E+01  6.0000000000E-01  1.54371E-04  1.00714E+00
 -9.0000000000E+01  9.0000000000E-01  1.39119E-04  1.04024E+00
 -9.0000000000E+01  1.2000000000E+00  1.17556E-04  1.31701E+00
 -9.0000000000E+01  1.5000000000E+00  8.44815E-05  1.47906E+00
 -9.0000000000E+01  1.8000000000E+00  6.21947E-05  1.57806E+00
 -9.0000000000E+01  2.1000000000E+00  5.09921E-05  1.95400E+00
 -9.0000000000E+01  2.4000000000E+00  4.12290E-05  2.07149E+00
 -9.0000000000E+01  2.7000000000E+00  3.52788E-05  2.11678E+00
 -9.0000000000E+01  3.0000000000E+00  2.97033E-05  2.34592E+00
 -9.0000000000E+01  3.3000000000E+00  2.40823E-05  2.56944E+00
 -9.0000000000E+01  3.6000000000E+00  1.98594E-05  2.76253E+00
 -9.0000000000E+01  3.9000000000E+00  1.66274E-05  3.26996E+00
 -9.0000000000E+01  4.2000000000E+00  1.40694E-05  3.47495E+00
 -9.0000000000E+01  4.5000000000E+00  1.25053E-05  3.34378E+00
 -9.0000000000E+01  4.8000000000E+00  1.14873E-05  3.53939E+00
 -9.0000000000E+01  5.1000000000E+00  9.58100E-06  3.75009E+00
 -9.0000000000E+01  5.4000000000E+00  8.48478E-06  4.14561E+00
 -9.0000000000E+01  5.7000000000E+00  7.47658E-06  4.18822E+00
 -9.0000000000E+01  6.0000000000E+00  6.76738E-06  4.84377E+00
 -9.0000000000E+01  6.3000000000E+00  6.39081E-06  4.94928E+00
