 -9.0000000000E+01 -1.5000000000E+01  1.26552E-06  3.71700E+01
 -9.0000000000E+01 -1.4700000000E+01  1.25108E-06  3.94322E+01
 -9.0000000000E+01 -1.4400000000E+01  1.53771E-06  3.45598E+01
 -9.0000000000E+01 -1.4100000000E+01  1.92425E-06  3.03827E+01
 -9.0000000000E+01 -1.3800000000E+01  2.36794E-06  2.76925E+01
 -9.0000000000E+01 -1.3500000000E+01  1.82385E-06  3.09679E+01
 -9.0000000000E+01 -1.3200000000E+01  1.94700E-06  2.74994E+01
 -9.0000000000E+01 -1.2900000000E+01  1.94981E-06  2.80106E+01
 -9.0000000000E+01 -1.2600000000E+01  2.11298E-06  3.08782E+01
 -9.0000000000E+01 -1.2300000000E+01  2.22459E-06  2.56417E+01
 -9.0000000000E+01 -1.2000000000E+01  3.51927E-06  2.35736E+01
 -9.0000000000E+01 -1.1700000000E+01  3.11438E-06  2.22922E+01
 -9.0000000000E+01 -1.1400000000E+01  4.32758E-06  2.10405E+01
 -9.0000000000E+01 -1.1100000000E+01  5.04210E-06  1.83201E+01
 -9.0000000000E+01 -1.0800000000E+01  4.14602E-06  1.94706E+01
 -9.0000000000E+01 -1.0500000000E+01  4.96074E-06  1.84767E+01
 -9.0000000000E+01 -1.0200000000E+01  5.66823E-06  1.81010E+01
 -9.0000000000E+01 -9.9000000000E+00  4.89851E-06  1.90729E+01
 -9.0000000000E+01 -9.6000000000E+00  6.69987E-06  1.69799E+01
 -9.0000000000E+01 -9.3000000000E+00  6.82021E-06  1.66803E+01
 -9.0000000000E+01 -9.0000000000E+00  5.35646E-06  1.82942E+01
 -9.0000000000E+01 -8.7000000000E+00  6.71999E-06  1.65034E+01
 -9.0000000000E+01 -8.4000000000E+00  7.13919E-06  1.64434E+01
 -9.0000000000E+01 -8.1000000000E+00  6.20371E-06  1.62014E+01
 -9.0000000000E+01 -7.8000000000E+00  9.15008E-06  1.45851E+01
 -9.0000000000E+01 -7.5000000000E+00  7.72992E-06  1.48695E+01
 -9.0000000000E+01 -7.2000000000E+00  1.16710E-05  1.27638E+01
 -9.0000000000E+01 -6.9000000000E+00  1.17668E-05  1.23396E+01
 -9.0000000000E+01 -6.6000000000E+00  1.23308E-05  1.22448E+01
 -9.0000000000E+01 -6.3000000000E+00  1.25142E-05  1.21822E+01
 -9.0000000000E+01 -6.0000000000E+00  1.11447E-05  1.29955E+01
 -9.0000000000E+01 -5.7000000000E+00  1.07165E-05  1.42707E+01
 -9.0000000000E+01 -5.4000000000E+00  1.05645E-05  1.31516E+01
 -9.0000000000E+01 -5.1000000000E+00  1.55020E-05  1.13741E+01
 -9.0000000000E+01 -4.8000000000E+00  2.14269E-05  9.91669E+00
 -9.0000000000E+01 -4.5000000000E+00  1.94300E-05  9.91394E+00
 -9.0000000000E+01 -4.2000000000E+00  1.95192E-05  1.02104E+01
 -9.0000000000E+01 -3.9000000000E+00  2.28154E-05  9.64446E+00
 -9.0000000000E+01 -3.6000000000E+00  2.91787E-05  8.51413E+00
 -9.0000000000E+01 -3.3000000000E+00  2.80650E-05  8.54141E+00
 -9.0000000000E+01 -3.0000000000E+00  3.22224E-05  8.45430E+00
 -9.0000000000E+01 -2.7000000000E+00  3.24101E-05  8.24257E+00
 -9.0000000000E+01 -2.4000000000E+00  3.97958E-05  7.46776E+00
 -9.0000000000E+01 -2.1000000000E+00  4.52045E-05  7.13477E+00
 -9.0000000000E+01 -1.8000000000E+00  7.39985E-05  5.50731E+00
 -9.0000000000E+01 -1.5000000000E+00  9.92676E-05  4.78604E+00
