# Detector n: 1D Projection
  0.0000000000E+00  3.3112582781E-02  1.55155E-06  3.69778E+00
  3.3112582781E-02  6.6225165563E-02  1.34997E-06  3.83797E+00
  6.6225165563E-02  9.9337748344E-02  1.40585E-06  3.87080E+00
  9.9337748344E-02  1.3245033113E-01  1.35604E-06  3.86985E+00
  1.3245033113E-01  1.6556291391E-01  1.34726E-06  3.97435E+00
  1.6556291391E-01  1.9867549669E-01  1.32445E-06  3.92002E+00
  1.9867549669E-01  2.3178807947E-01  1.30816E-06  3.90228E+00
  2.3178807947E-01  2.6490066225E-01  1.42062E-06  3.95563E+00
  2.6490066225E-01  2.9801324503E-01  1.44074E-06  3.66038E+00
  2.9801324503E-01  3.3112582781E-01  1.39690E-06  3.64099E+00
  3.3112582781E-01  3.6423841060E-01  1.47724E-06  3.77716E+00
  3.6423841060E-01  3.9735099338E-01  1.50977E-06  3.61258E+00
  3.9735099338E-01  4.3046357616E-01  1.55684E-06  3.76092E+00
  4.3046357616E-01  4.6357615894E-01  1.49498E-06  3.97343E+00
  4.6357615894E-01  4.9668874172E-01  1.44585E-06  3.90782E+00
  4.9668874172E-01  5.2980132450E-01  1.39551E-06  3.81347E+00
  5.2980132450E-01  5.6291390728E-01  1.50356E-06  3.95118E+00
  5.6291390728E-01  5.9602649007E-01  1.47578E-06  3.95777E+00
  5.9602649007E-01  6.2913907285E-01  1.37417E-06  4.03312E+00
  6.2913907285E-01  6.6225165563E-01  1.20354E-06  4.14126E+00
  6.6225165563E-01  6.9536423841E-01  1.23174E-06  4.14656E+00
  6.9536423841E-01  7.2847682119E-01  1.25760E-06  4.17888E+00
  7.2847682119E-01  7.6158940397E-01  1.21491E-06  4.45937E+00
  7.6158940397E-01  7.9470198675E-01  1.28630E-06  3.99990E+00
  7.9470198675E-01  8.2781456954E-01  1.33663E-06  3.90188E+00
  8.2781456954E-01  8.6092715232E-01  1.31469E-06  4.06842E+00
  8.6092715232E-01  8.9403973510E-01  1.28632E-06  4.01459E+00
  8.9403973510E-01  9.2715231788E-01  1.29312E-06  4.12816E+00
  9.2715231788E-01  9.6026490066E-01  1.23411E-06  4.27910E+00
  9.6026490066E-01  9.9337748344E-01  1.16872E-06  4.09230E+00
  9.9337748344E-01  1.0264900662E+00  1.29573E-06  3.88936E+00
  1.0264900662E+00  1.0596026490E+00  1.20829E-06  4.12189E+00
  1.0596026490E+00  1.0927152318E+00  1.16844E-06  4.36339E+00
  1.0927152318E+00  1.1258278146E+00  1.21856E-06  4.19460E+00
  1.1258278146E+00  1.1589403974E+00  1.30899E-06  4.17920E+00
  1.1589403974E+00  1.1920529801E+00  1.21696E-06  4.18454E+00
  1.1920529801E+00  1.2251655629E+00  1.22382E-06  4.21125E+00
  1.2251655629E+00  1.2582781457E+00  1.16914E-06  4.10808E+00
  1.2582781457E+00  1.2913907285E+00  1.14688E-06  4.40071E+00
  1.2913907285E+00  1.3245033113E+00  1.07788E-06  4.41506E+00
  1.3245033113E+00  1.3576158940E+00  1.06317E-06  4.44321E+00
  1.3576158940E+00  1.3907284768E+00  1.19225E-06  4.37684E+00
  1.3907284768E+00  1.4238410596E+00  1.22262E-06  4.18343E+00
  1.4238410596E+00  1.4569536424E+00  1.24112E-06  4.09335E+00
  1.4569536424E+00  1.4900662252E+00  1.17911E-06  4.01026E+00
  1.4900662252E+00  1.5231788079E+00  1.04671E-06  4.24217E+00
  1.5231788079E+00  1.5562913907E+00  9.64340E-07  4.73158E+00
  1.5562913907E+00  1.5894039735E+00  1.00538E-06  4.72821E+00
  1.5894039735E+00  1.6225165563E+00  1.04211E-06  4.54149E+00
  1.6225165563E+00  1.6556291391E+00  9.59565E-07  4.93124E+00
  1.6556291391E+00  1.6887417219E+00  1.02029E-06  4.59739E+00
  1.6887417219E+00  1.7218543046E+00  1.00931E-06  4.73688E+00
  1.7218543046E+00  1.7549668874E+00  9.08218E-07  4.82183E+00
  1.7549668874E+00  1.7880794702E+00  9.50009E-07  4.92037E+00
  1.7880794702E+00  1.8211920530E+00  9.91047E-07  4.82549E+00
  1.8211920530E+00  1.8543046358E+00  8.79750E-07  4.96673E+00
  1.8543046358E+00  1.8874172185E+00  9.15687E-07  4.59818E+00
  1.8874172185E+00  1.9205298013E+00  8.89573E-07  5.17028E+00
  1.9205298013E+00  1.9536423841E+00  7.98015E-07  5.14426E+00
  1.9536423841E+00  1.9867549669E+00  8.01037E-07  5.54058E+00
  1.9867549669E+00  2.0198675497E+00  7.47463E-07  5.63766E+00
