  0.0000000000E+00 -1.0000000000E+01  8.04225E-12  7.10267E+01
  0.0000000000E+00 -9.8000000000E+00  4.69043E-12  6.49508E+01
  0.0000000000E+00 -9.6000000000E+00  4.86405E-12  5.08810E+01
  0.0000000000E+00 -9.4000000000E+00  1.27521E-12  8.66492E+01
  0.0000000000E+00 -9.2000000000E+00  9.89209E-13  9.53111E+01
  0.0000000000E+00 -9.0000000000E+00  2.86774E-12  4.91468E+01
  0.0000000000E+00 -8.8000000000E+00  6.71751E-12  6.68458E+01
  0.0000000000E+00 -8.6000000000E+00  6.42897E-12  9.06012E+01
  0.0000000000E+00 -8.4000000000E+00  1.04826E-11  5.15136E+01
  0.0000000000E+00 -8.2000000000E+00  8.46764E-12  5.29384E+01
  0.0000000000E+00 -8.0000000000E+00  2.99912E-12  5.06942E+01
  0.0000000000E+00 -7.8000000000E+00  2.78309E-11  5.52448E+01
  0.0000000000E+00 -7.6000000000E+00  8.30134E-12  4.76387E+01
  0.0000000000E+00 -7.4000000000E+00  5.69345E-11  4.38576E+01
  0.0000000000E+00 -7.2000000000E+00  1.71390E-11  8.14174E+01
  0.0000000000E+00 -7.0000000000E+00  2.83385E-12  6.50406E+01
  0.0000000000E+00 -6.8000000000E+00  1.69530E-12  4.43803E+01
  0.0000000000E+00 -6.6000000000E+00  3.00713E-11  4.14414E+01
  0.0000000000E+00 -6.4000000000E+00  3.12329E-11  4.91883E+01
  0.0000000000E+00 -6.2000000000E+00  3.05598E-11  4.74290E+01
  0.0000000000E+00 -6.0000000000E+00  1.73778E-11  7.78205E+01
  0.0000000000E+00 -5.8000000000E+00  9.16263E-12  4.76702E+01
  0.0000000000E+00 -5.6000000000E+00  6.99683E-12  8.29620E+01
  0.0000000000E+00 -5.4000000000E+00  5.64800E-12  5.86973E+01
  0.0000000000E+00 -5.2000000000E+00  9.53305E-12  4.74444E+01
  0.0000000000E+00 -5.0000000000E+00  1.24927E-11  4.30756E+01
  0.0000000000E+00 -4.8000000000E+00  1.36377E-11  7.04155E+01
  0.0000000000E+00 -4.6000000000E+00  1.41931E-11  3.70047E+01
  0.0000000000E+00 -4.4000000000E+00  4.15339E-11  4.80894E+01
  0.0000000000E+00 -4.2000000000E+00  6.74882E-11  3.26763E+01
  0.0000000000E+00 -4.0000000000E+00  4.61239E-11  3.90957E+01
  0.0000000000E+00 -3.8000000000E+00  2.36185E-11  4.41016E+01
  0.0000000000E+00 -3.6000000000E+00  1.47920E-11  4.88076E+01
  0.0000000000E+00 -3.4000000000E+00  2.54901E-11  5.60550E+01
